1st Order Form Execution Date,1st Order Form Execution Date (Start Date),Abbreviated Name,Account Manager,Account Manager EMAIL Address,Account Manager Phone Number,Address Line 1,Address Line 1 (e.g. 123 ABC St.),Address Line 2,Address Line 2 (e.g. Apt 202),Billing Address 1,Billing Address 2,Billing City,Billing Contact,Billing Country,Billing Email,Billing First Name,Billing Last Name,Billing Notes,Billing Phone,Billing State,Billing Title,Billing Zip Code,City,Committment Amount,Company,Company Category,Company Description,Company Name,Company Name/DBA,Company Status,Cost Structure,Country,Customer End Category,Customer End Date,Customer Start Date,Description,Dynamic Template,EIN Number,First Order Form Execution Date (Start Date),First Placement Onboard Date,House Account,Industry,Investor,Investor Category,Investor Code,Investor Credit Amount,Investor Credit Remaining Amount,Investor Round,Investor Status,Investor Type,Late Fee Applies,Late Fee Rate (%),Lead Source,Legal Address 1,Legal Address 2,Legal Name,LinkedIn,Mailing Address 1,Mailing Address 2,NAICS Code,No Credit Investor,Non-Taxable,Payment Terms,Phone Manager,Phone Number,Phone Number (e.g. 123-456-7890 Ext 000),Preferred Payment Method,Public/Private,Referral Code,Referral Fee Amount,Referral Partner Category,Related Investor,Sales Representative,Special Contract Terms,State,Status,Stock Ticker,Sub-Industry,Support Email Address,Support Phone Number,Tax ID,Termination Notification Date,Termination Notification Date (End Date),Website,Zip Code,Entity_Type_ID,Entity_Type_Name,Entity_ID,Owned_by_SAM,Owned_by_Display_Name,Own_Datetime,Created_by_SAM,Created_by_Display_Name,Created_Datetime,Modified_by_Sam,Modified_by_Display_Name,Modified_Datetime,Assigned_to_Sam,Assigned_to_Display_Name,Assign_Datetime,Is_Active,CITY_EXD_OBJECT_ID,COMPANY_CATEGORY_EXD_OBJECT_ID,COUNTRY_EXD_OBJECT_ID,INDUSTRY_EXD_OBJECT_ID,STATE_EXD_OBJECT_ID,BILLING_CONTACT_EXD_OBJECT_ID,DYNAMIC_TEMPLATE_EXD_OBJECT_ID,COMPANY_EXD_OBJECT_ID,INVESTOR_CATEGORY_EXD_OBJECT_ID,INVESTOR_EXD_OBJECT_ID,INVESTOR_TYPE_EXD_OBJECT_ID,LEAD_SOURCE_EXD_OBJECT_ID,RELATED_INVESTOR_EXD_OBJECT_ID,SALES_REPRESENTATIVE_EXD_OBJECT_ID,SUB-INDUSTRY_EXD_OBJECT_ID,REFERRAL_CODE_EXD_OBJECT_ID,CUSTOMER_END_CATEGORY_EXD_OBJECT_ID,Own_Datetime Date,Own_Datetime Year,Own_Datetime Month,Own_Datetime Quarter,Own_Datetime YearMonth,Own_Datetime YearQuarter,Own_Datetime DateRange,Own_Datetime WeekNumber,Own_Datetime Week,Own_Datetime MonthSince,Own_Datetime WeekSince,Own_Datetime DaySince,Own_Datetime MonthsSinceCat,Modified_Datetime Date,Modified_Datetime Year,Modified_Datetime Month,Modified_Datetime Quarter,Modified_Datetime YearMonth,Modified_Datetime YearQuarter,Modified_Datetime DateRange,Modified_Datetime WeekNumber,Modified_Datetime Week,Modified_Datetime MonthSince,Modified_Datetime WeekSince,Modified_Datetime DaySince,Modified_Datetime MonthsSinceCat,Assign_Datetime Date,Assign_Datetime Year,Assign_Datetime Month,Assign_Datetime Quarter,Assign_Datetime YearMonth,Assign_Datetime YearQuarter,Assign_Datetime DateRange,Assign_Datetime WeekNumber,Assign_Datetime Week,Assign_Datetime MonthSince,Assign_Datetime WeekSince,Assign_Datetime DaySince,Assign_Datetime MonthsSinceCat,1ST_ORDER_FORM_EXECUTION_DATE Date,1ST_ORDER_FORM_EXECUTION_DATE Year,1ST_ORDER_FORM_EXECUTION_DATE Month,1ST_ORDER_FORM_EXECUTION_DATE Quarter,1ST_ORDER_FORM_EXECUTION_DATE YearMonth,1ST_ORDER_FORM_EXECUTION_DATE YearQuarter,1ST_ORDER_FORM_EXECUTION_DATE DateRange,1ST_ORDER_FORM_EXECUTION_DATE WeekNumber,1ST_ORDER_FORM_EXECUTION_DATE Week,1ST_ORDER_FORM_EXECUTION_DATE MonthSince,1ST_ORDER_FORM_EXECUTION_DATE WeekSince,1ST_ORDER_FORM_EXECUTION_DATE DaySince,1ST_ORDER_FORM_EXECUTION_DATE MonthsSinceCat,CUSTOMER_END_DATE Date,CUSTOMER_END_DATE Year,CUSTOMER_END_DATE Month,CUSTOMER_END_DATE Quarter,CUSTOMER_END_DATE YearMonth,CUSTOMER_END_DATE YearQuarter,CUSTOMER_END_DATE DateRange,CUSTOMER_END_DATE WeekNumber,CUSTOMER_END_DATE Week,CUSTOMER_END_DATE MonthSince,CUSTOMER_END_DATE WeekSince,CUSTOMER_END_DATE DaySince,CUSTOMER_END_DATE MonthsSinceCat,CUSTOMER_START_DATE Date,CUSTOMER_START_DATE Year,CUSTOMER_START_DATE Month,CUSTOMER_START_DATE Quarter,CUSTOMER_START_DATE YearMonth,CUSTOMER_START_DATE YearQuarter,CUSTOMER_START_DATE DateRange,CUSTOMER_START_DATE WeekNumber,CUSTOMER_START_DATE Week,CUSTOMER_START_DATE MonthSince,CUSTOMER_START_DATE WeekSince,CUSTOMER_START_DATE DaySince,CUSTOMER_START_DATE MonthsSinceCat,FIRST_PLACEMENT_ONBOARD_DATE Date,FIRST_PLACEMENT_ONBOARD_DATE Year,FIRST_PLACEMENT_ONBOARD_DATE Month,FIRST_PLACEMENT_ONBOARD_DATE Quarter,FIRST_PLACEMENT_ONBOARD_DATE YearMonth,FIRST_PLACEMENT_ONBOARD_DATE YearQuarter,FIRST_PLACEMENT_ONBOARD_DATE DateRange,FIRST_PLACEMENT_ONBOARD_DATE WeekNumber,FIRST_PLACEMENT_ONBOARD_DATE Week,FIRST_PLACEMENT_ONBOARD_DATE MonthSince,FIRST_PLACEMENT_ONBOARD_DATE WeekSince,FIRST_PLACEMENT_ONBOARD_DATE DaySince,FIRST_PLACEMENT_ONBOARD_DATE MonthsSinceCat,TERMINATION_NOTIFICATION_DATE Date,TERMINATION_NOTIFICATION_DATE Year,TERMINATION_NOTIFICATION_DATE Month,TERMINATION_NOTIFICATION_DATE Quarter,TERMINATION_NOTIFICATION_DATE YearMonth,TERMINATION_NOTIFICATION_DATE YearQuarter,TERMINATION_NOTIFICATION_DATE DateRange,TERMINATION_NOTIFICATION_DATE WeekNumber,TERMINATION_NOTIFICATION_DATE Week,TERMINATION_NOTIFICATION_DATE MonthSince,TERMINATION_NOTIFICATION_DATE WeekSince,TERMINATION_NOTIFICATION_DATE DaySince,TERMINATION_NOTIFICATION_DATE MonthsSinceCat,ENTITY_URL
SKU-9321,,Rowan Patel,Taylor Whitfield,,,,LOT-2373,,,,,,,Beta,casey.ivanov@sampleco.test,,,,,SKU-3578,,,,,,Active Customer,Followed up on the open items from last week.,Lakeside Networks Corp,Horizon Group Group,Active,Standard,United States,,,,Shared the updated proposal for review.,Standard,,,,Y,Technology,,,,,,,,,,,Inbound Call,LOT-9167,,Quinn Whitfield,LOT-2590,SKU-6255,,,,,,,TAG-8147,,,Standard,,,,,Yara Nguyen,,California,Y,,LOT-6754,,,,,,REF-1871,5177,100001,Company,100669,marco.nguyen@acme-fake.test,Yara Nguyen,2026-06-06 13:26:00,noah.blake@sampleco.test,Casey Brooks,2024-06-23 22:47:00,fatima.costa@examplecorp.test,Taylor Kim,2025-03-02 07:58:00,arjun.calder@demomail.test,Nina Ford,2023-09-27 11:08:00,Y,100001,100001,100001,100001,100001,,100001,100001,100001,,,100001,100001,100001,100001,100001,100001,2026-02-20 11:27:00,113,1153,Delta,Other,Standard,TAG-1644,9689,6379,5636,1538,9567,Alpha,2023-08-16 20:45:00,4074,9083,Alpha,Other,Delta,Other,9431,9941,9133,1046,6020,Alpha,2025-08-15 04:37:00,,,,SKU-5759,,,,,9097,,,,2025-12-25,,,,,,,5698,,,,,Alpha,2025-11-02,,,,SKU-6101,,,,,,,8220,,2025-01-01,,,,,,,,,,,,,2026-06-30,,,,,,,,,,,,,2025-11-04,,,,,LOT-6818,,,,3077,,,,Scheduled a check-in for the coming month.
,SKU-9542,Yara Calder,Arjun Sato,,,,REF-9423,TAG-8139,,,,,,,chen.cohen@examplecorp.test,Rahul Ashby,,,,,,"76,851",,,,Prospect,Followed up on the open items from last week.,Lakeside Logistics Ltd,Silverline Energy LLC,Inactive,Gamma,Canada,,,,Shared the updated proposal for review.,New Logo,,,,Y,Construction,,,,,,Beta,,,,,Cold Outreach,TAG-3449,,Quinn Silva,REF-4120,SKU-3228,,9051,,,Beta,,,LOT-1723,,,,,,,Priya Garcia,,Texas,Y,,TAG-6109,,,,,,TAG-9602,,100001,Company,100671,reese.brooks@demomail.test,Avery Patel,2024-07-16 11:03:00,reese.larsson@acme-fake.test,Drew Dorsey,2023-05-12 22:02:00,noah.mercer@acme-fake.test,Avery Blake,2024-07-11 21:43:00,elena.mercer@acme-fake.test,,2026-03-15 04:54:00,Y,100001,100001,100001,100001,,,100001,100001,100001,,100001,100001,100001,100001,100001,,100001,2023-12-04 08:29:00,9016,6193,Standard,Standard,Standard,REF-2511,458,9634,2111,6637,1122,Alpha,2025-10-11 19:12:00,3137,6386,Alpha,Alpha,Delta,Alpha,1832,5607,5427,6406,5408,Alpha,2024-12-16 17:08:00,,3981,,,,,8315,757,,,,,2025-02-13,,,,,,,2069,,2371,5714,1346,,2023-03-14,,,,,,,,,,,,Standard,2023-08-26,,,Gamma,,,,,,,,,,2024-12-09,,7524,,,,,,,,5544,,,2024-12-12,,,,REF-7273,,,,,,,,Beta,Aligned on billing and renewal terms.
,,Omar Ivanov,Casey Blake,,,TAG-8392,LOT-9107,TAG-4445,,,,,SKU-1394,Gamma,rowan.costa@demomail.test,,,,,,,,REF-9333,,,Active Customer,Resolved the outstanding question about scope.,Keystone Labs Co,Meridian Group Corp,Active,,Philippines,Alpha,,,Reviewed performance and gathered feedback.,SMB,,,,N,Construction,,,,,,,,,,,Partner,,,Taylor Costa,,TAG-1954,,,,,Gamma,,SKU-5173,TAG-5734,,Beta,,,,,Diego Patel,,Illinois,Y,,,,,,,,REF-9877,4424,100001,Company,100672,diego.patel@sampleco.test,Rahul Mensah,2022-10-25 06:22:00,noah.haddad@sampleco.test,Marco Okafor,2026-04-22 01:25:00,riley.nguyen@examplecorp.test,Skyler Patel,2024-06-10 21:21:00,avery.garcia@sampleco.test,,2024-03-09 22:47:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,100001,100001,100001,100001,100001,2024-09-07 16:31:00,2249,4211,Alpha,Beta,Standard,REF-1481,7377,8500,2632,8188,1798,Alpha,2023-02-04 19:06:00,9280,5569,Beta,Standard,Alpha,Gamma,7609,7751,7045,1288,525,Alpha,2023-11-21 13:31:00,,,,,,SKU-2502,,,,,2580,,2023-09-15,,,,,,SKU-1417,,,,,,,2022-11-15,,,Beta,,,,,,,,,,2026-07-16,,,,,,,,6510,,,,,2026-01-03,,,,,Other,,,,,7591,,,2025-10-18,,,,,,,,360,,,,,Resolved the outstanding question about scope.
,,Diego Costa,Marco Larsson,,,SKU-9897,TAG-3454,LOT-8612,,,,,,,mei.brooks@sampleco.test,,,,,,,,,,,Active Customer,Aligned on billing and renewal terms.,Blue Ridge Partners Ltd,Meridian Industries Corp,Active,Delta,United Kingdom,,,,,New Logo,,,TAG-1964,Y,Agriculture,,,,,,,,Beta,,,Partner,LOT-2755,SKU-5590,Rowan Whitfield,REF-7523,REF-7928,TAG-9584,8636,,,Gamma,,SKU-7047,REF-7691,,Gamma,,,Gamma,,Mei Silva,,California,N,,REF-1809,,,,,,REF-3478,5758,100001,Company,100673,alex.nguyen@acme-fake.test,Rahul Costa,2024-02-22 18:43:00,reese.silva@sampleco.test,Avery Kim,2026-03-07 18:34:00,aisha.kim@examplecorp.test,Marco Mensah,2024-05-11 11:33:00,elena.whitfield@acme-fake.test,,2023-09-25 05:04:00,Y,,100001,100001,100001,100001,,100001,100001,100001,,,100001,100001,100001,100001,,100001,2024-08-29 01:11:00,2283,3305,Gamma,Standard,Alpha,SKU-8115,2752,3657,2134,5707,3466,Other,2024-09-28 07:25:00,2455,8461,Other,Alpha,Alpha,Gamma,5976,971,5346,3420,9023,Other,2025-03-10 07:53:00,,,,,,,,,,8542,8382,Other,2024-04-30,,7575,,,,,,,,,,,2023-09-21,,,Alpha,,,,,,,,,,2024-10-24,,6453,,,,REF-1068,,,,,,,2024-07-15,,,,,,,,,,,3598,,2026-05-17,1245,,,,,,,,,,,,Noted a concern to revisit at the next sync.
,TAG-5374,Yara Rossi,Skyler Reyes,,,,,,,SKU-3244,,,,,aisha.costa@demomail.test,,,,,,,"75,724",SKU-2348,,,Prospect,Scheduled a check-in for the coming month.,Harbor Manufacturing Ltd,Copper Partners Corp,Inactive,Other,United Kingdom,Gamma,,,Discussed timeline and next steps with the account.,SMB,,,,,Financial Services,,,,,,,,,,,Webinar,LOT-3834,TAG-5127,Sofia Brooks,SKU-8506,LOT-8730,SKU-5281,7586,,,Gamma,,TAG-7513,,,,,,,,Arjun Nguyen,,Florida,Y,,REF-4082,,,,,,REF-4525,8362,100001,Company,100675,avery.larsson@demomail.test,Jamie Mercer,2025-03-17 23:56:00,jordan.rossi@acme-fake.test,Alex Larsson,2024-03-01 04:22:00,emerson.sloan@sampleco.test,Avery Dorsey,2024-10-09 15:15:00,fatima.garcia@examplecorp.test,,2025-12-27 16:37:00,N,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,,100001,100001,100001,100001,2025-03-20 22:51:00,2414,2407,Standard,Delta,Beta,TAG-9626,6074,8707,1650,4560,1257,Beta,2024-04-26 09:14:00,7496,7404,Delta,Standard,Standard,Standard,840,8245,7443,5182,4486,Delta,2023-02-17 12:41:00,8003,,,,,,,,,,,,2023-06-08,6715,4403,,,,TAG-6686,1805,,,,,,2025-10-21,,,,,,,,,,,8696,,2024-11-21,,,,,,,,,1059,,9571,,2025-02-11,,,,,,,,,1522,,,,2025-04-11,,7136,,,,REF-8583,927,,2257,,,,Noted a concern to revisit at the next sync.
,REF-8926,Reese Garcia,Avery Larsson,,,SKU-9578,SKU-5780,LOT-3364,TAG-1162,LOT-2110,,,,,quinn.garcia@demomail.test,,,,,,Arjun Kim,,,,,Active Customer,Aligned on billing and renewal terms.,Northwind Holdings Group,Northwind Robotics LLP,Active,Standard,Philippines,Alpha,,,Shared the updated proposal for review.,Renewal,,,,Y,Energy,SKU-3891,,,,,,,,,,Partner,LOT-4351,,Taylor Mercer,LOT-5974,,SKU-9890,,,,Delta,,,LOT-6353,,,,,,,Rahul Mercer,,Ohio,Y,,SKU-6233,,,,,LOT-4890,REF-1288,6815,100001,Company,100678,emerson.ford@examplecorp.test,Arjun Rossi,2026-06-29 06:48:00,emerson.reyes@demomail.test,Emerson Kim,2025-05-01 07:15:00,diego.mensah@acme-fake.test,Aisha Vance,2025-12-24 20:18:00,skyler.blake@sampleco.test,Casey Mensah,2023-05-24 02:59:00,N,100001,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,100001,100001,100001,100001,100001,2025-11-30 17:30:00,179,1292,Delta,Standard,Beta,TAG-4168,5237,2828,4728,7930,6612,Other,2024-12-16 12:43:00,8600,1533,Delta,Beta,Standard,Standard,9217,42,8067,3808,2169,Alpha,2025-09-18 17:04:00,5853,,,,,,,,,,,,2025-07-01,,,,LOT-7118,Other,,9462,,,,2705,,2024-12-02,,,,,,,3129,,,,,,2022-12-27,,,,,,,,,,,,,2024-05-10,,,,,,,5722,,,,1866,,2025-03-02,,,,,,,,,,,,Alpha,Resolved the outstanding question about scope.
,,Nina Blake,Marco Sato,,,SKU-9576,TAG-8384,,,,,,,,reese.nguyen@demomail.test,,,,,SKU-1280,,,REF-4048,,,Past Customer,Reviewed performance and gathered feedback.,Pioneer Energy Corp,Northwind Solutions,Active,Delta,Philippines,,,,Discussed timeline and next steps with the account.,SMB,,,,N,Agriculture,SKU-6251,,,,,,,,,,Cold Outreach,LOT-7549,,Jordan Silva,TAG-3697,LOT-8222,,,,,Delta,,TAG-9969,,,Other,,,,,Rahul Reyes,,California,Y,,SKU-6402,,,,,,TAG-6150,3402,100001,Company,100680,casey.larsson@sampleco.test,Marco Haddad,2026-03-29 16:10:00,rowan.garcia@demomail.test,Diego Cohen,2025-12-31 02:13:00,avery.haddad@acme-fake.test,Arjun Patel,2023-02-01 14:24:00,reese.sato@demomail.test,,2025-03-13 23:46:00,N,,100001,,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,2026-06-24 09:20:00,9531,4086,Delta,Standard,Delta,TAG-4413,3754,1333,9140,6368,1137,Other,2022-12-03 07:25:00,7531,8953,Other,Gamma,Gamma,Delta,3156,2853,9798,9421,1433,Other,2024-12-03 13:02:00,,5649,Standard,,,,552,,3249,,,,2024-11-24,,,,,,,,,,,,,2023-03-03,,,,,,TAG-1099,,,8902,,,,2022-10-20,,,,,,,,,,,3233,Gamma,2023-10-27,9823,,,,Beta,,,,,,4248,,2023-03-03,420,,,,REF-2741,,,,,,,,Followed up on the open items from last week.
,,Riley Sato,Diego Nguyen,,,REF-3582,TAG-1423,,,,REF-2940,,SKU-3840,Gamma,aisha.reyes@acme-fake.test,,Yara Nguyen,,REF-5414,,,,LOT-1999,,,Past Customer,Scheduled a check-in for the coming month.,Copper Holdings Co,Harbor Partners LLP,Active,Gamma,Germany,,,,,Standard,,,,Y,Construction,,,,,,,,,,,Event,TAG-2027,,Chen Garcia,SKU-8488,TAG-1481,,,,,Standard,,SKU-8920,REF-7402,,Beta,,,,,Morgan Ivanov,Aligned on billing and renewal terms.,Georgia,N,,TAG-6373,,,,,,SKU-2922,3090,100001,Company,100683,reese.reyes@demomail.test,Avery Costa,2026-07-13 15:44:00,liam.brooks@sampleco.test,Chen Costa,2025-11-12 13:43:00,rowan.garcia@examplecorp.test,Nina Whitfield,2024-10-24 05:25:00,priya.dorsey@demomail.test,Mei Mensah,2023-10-10 19:01:00,Y,,100001,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,100001,,100001,100001,2026-06-16 05:31:00,910,8480,Alpha,Alpha,Delta,TAG-8486,8977,9077,434,601,6972,Standard,2023-03-02 10:33:00,519,3612,Alpha,Standard,Alpha,Other,9437,4668,234,9696,2215,Gamma,2026-05-03 03:08:00,,,,,Gamma,,,6176,,,3973,,2025-04-26,,,Standard,,,,,8763,3783,,,,2024-06-05,,,,,,,,,,,,,2026-05-16,,,Delta,,,,9854,6956,,4089,,,2024-11-26,5194,,,,,,,,,,,,2024-06-14,,,,,LOT-5021,,,,,,,,Aligned on billing and renewal terms.
,,Taylor Okafor,Taylor Haddad,,,TAG-5511,LOT-5485,SKU-8106,REF-2459,,,SKU-5051,,,skyler.silva@sampleco.test,Priya Cohen,Elena Cohen,,,REF-3263,Arjun Haddad,,LOT-1419,,,Active Customer,Scheduled a check-in for the coming month.,Blue Ridge Industries Co,Blue Ridge Group Co,Active,Beta,India,Delta,,LOT-8835,Noted a concern to revisit at the next sync.,Renewal,,,,N,Technology,,,,,,,,,,,Partner,TAG-6164,,Noah Larsson,SKU-1478,SKU-9868,REF-3927,4257,,,Standard,,LOT-2928,REF-9122,,,,,,,Avery Kim,,Florida,N,,LOT-2069,,,,,,REF-8401,2190,100001,Company,100686,arjun.ivanov@demomail.test,Nina Sato,2026-01-02 01:21:00,rowan.silva@acme-fake.test,Aisha Blake,2023-07-21 21:14:00,emerson.whitfield@acme-fake.test,Rahul Reyes,2024-09-09 21:10:00,arjun.sato@sampleco.test,Liam Dorsey,2023-10-15 02:33:00,N,100001,100001,100001,100001,100001,,100001,100001,,,100001,,100001,100001,100001,100001,100001,2025-10-05 00:34:00,7068,1190,Other,Other,Standard,REF-2200,9230,5021,3579,1174,1104,Delta,2026-05-09 08:10:00,9696,9472,Standard,Other,Other,Other,189,2918,4271,4936,4801,Alpha,2025-05-09 11:37:00,,,,,,,,,,,,,2025-03-01,,,,,Delta,,,5718,,,,,2025-03-05,,,,,,,,7865,,8168,,,2025-07-17,,,,SKU-3416,,,,,,,,,2026-07-26,,,,,,,,1045,,,,Standard,2023-02-08,,,,,,,,,,,,,Reviewed performance and gathered feedback.
,,Sofia Rossi,Fatima Ivanov,,,SKU-3701,REF-6391,LOT-2704,SKU-6476,,,,,,reese.mensah@sampleco.test,Marco Brooks,,,,,,,LOT-3782,,,Active Customer,Resolved the outstanding question about scope.,Ironwood Capital LLC,Redwood Analytics LLP,Active,Delta,India,,,,Aligned on billing and renewal terms.,Enterprise,,,TAG-9936,Y,Real Estate,,,,,,,,,,,Event,LOT-1956,SKU-1218,Noah Garcia,SKU-2731,REF-3944,REF-1581,,,,Standard,,SKU-8432,LOT-9648,,,,,,,Nina Cohen,,New York,N,,LOT-2216,,,,LOT-3174,,SKU-6828,9937,100001,Company,100688,marco.nguyen@demomail.test,Riley Patel,2024-12-13 01:34:00,jordan.kim@examplecorp.test,Avery Garcia,2025-10-15 14:36:00,diego.ivanov@examplecorp.test,Avery Ford,2022-12-25 22:04:00,rowan.kim@sampleco.test,,2023-12-28 09:16:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,100001,2026-02-24 23:35:00,8189,4288,Delta,Other,Delta,LOT-4372,2721,6743,4800,7679,2546,Beta,2024-05-07 09:23:00,9070,7404,Alpha,Delta,Gamma,Delta,7509,8452,8965,5208,2758,Delta,2025-01-17 08:02:00,2424,9267,Other,,,,,,8806,349,,,2025-10-24,3660,9909,,,,,,,,,,,2024-09-17,,,,,LOT-4672,,,,,,,,2025-09-20,8350,,,SKU-1748,,,,,454,9917,,,2023-02-05,1056,,,,,,2892,,,,,,2024-06-18,,,Delta,,,,,9839,,,,,Reviewed performance and gathered feedback.
,,Casey Brooks,Yara Larsson,,,REF-6952,TAG-4344,,,,,,,Gamma,liam.vance@acme-fake.test,,,,,,,"20,798",,,,Active Customer,Followed up on the open items from last week.,Silverline Media LLC,Delta Industries Ltd,Active,Alpha,Mexico,,,,Aligned on billing and renewal terms.,New Logo,,,,,Media,,,,,,,,,,,Cold Outreach,LOT-6758,LOT-9321,Riley Vance,,SKU-8930,,1828,,,,,SKU-2234,SKU-5519,,Beta,,,,,Quinn Haddad,,Illinois,Y,,REF-6540,,,,,,REF-2609,,100001,Company,100689,sofia.kim@examplecorp.test,Aisha Rossi,2023-11-15 11:09:00,noah.sato@acme-fake.test,Jamie Okafor,2024-03-04 00:32:00,priya.okafor@demomail.test,Rowan Okafor,2026-02-05 00:56:00,jamie.sloan@demomail.test,,2024-04-04 06:04:00,Y,,100001,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,2025-06-26 20:10:00,7389,1475,Gamma,Gamma,Delta,SKU-4503,6594,1400,2396,560,6045,Gamma,2024-07-26 00:45:00,7844,3274,Beta,Beta,Gamma,Standard,1365,7213,5740,3694,5522,Beta,2025-09-06 12:16:00,,,,,,,,,,,9203,,2022-10-15,,,Delta,,,,,,,,,,2025-06-08,,1566,,,,,,,,,,,2026-05-25,,,,,,,,,,,,,2023-04-20,,3626,,,,,7714,,,,,,2022-11-28,,,,,,TAG-6980,5095,,,,,,Resolved the outstanding question about scope.
,,Rowan Brooks,Marco Larsson,,,,TAG-2782,,LOT-8602,,,,,,emerson.cohen@examplecorp.test,,Omar Silva,,REF-8358,,Morgan Sloan,,REF-7085,,,Active Customer,Resolved the outstanding question about scope.,Falcon Media Group,Silverline Solutions Corp,Active,Gamma,United Kingdom,,,,Aligned on billing and renewal terms.,New Logo,,,,Y,Real Estate,,,,,,,,,,,Partner,REF-2156,SKU-9148,Emerson Haddad,LOT-1892,TAG-3062,LOT-7381,,,,Other,,REF-7711,,,Beta,,,,,Drew Sato,,Ohio,Y,,TAG-3961,,,,,,REF-6562,9798,100001,Company,100691,sofia.sloan@demomail.test,Reese Costa,2022-12-18 05:42:00,noah.silva@acme-fake.test,Yara Vance,2025-09-25 09:43:00,morgan.ivanov@acme-fake.test,Omar Rossi,2023-08-02 07:05:00,riley.rossi@examplecorp.test,,2026-05-20 04:12:00,N,100001,100001,100001,100001,100001,,100001,100001,,100001,,100001,,100001,100001,100001,100001,2025-06-04 07:40:00,3820,1963,Standard,Delta,Gamma,LOT-1720,5445,2044,4304,456,291,Delta,2024-12-09 12:38:00,9494,383,Other,Other,Delta,Other,6406,6087,1321,4785,7123,Standard,2026-02-03 21:10:00,,,,,,,,,5664,,,,2024-09-13,,531,,,,,,,,,3821,,2026-07-13,,,Standard,,,,,,,,,,2025-04-29,9185,,,,,,,,,,,,2024-01-26,6473,,,,,,,,,,,,2023-08-01,,,,,,,,,,2616,,,Followed up on the open items from last week.
,,Reese Mercer,Avery Mercer,,,REF-5033,,,,,,,,,mei.sato@acme-fake.test,,Fatima Ivanov,,REF-4981,SKU-5272,,,SKU-6074,"134,620",,Active Customer,Noted a concern to revisit at the next sync.,Ironwood Ventures Ltd,Harbor Industries Co,Inactive,Alpha,Mexico,,,,Aligned on billing and renewal terms.,Standard,,LOT-2133,,Y,Technology,,,,,,,,,,,Cold Outreach,SKU-9920,,Elena Okafor,,REF-8524,,,,,Beta,,LOT-5826,REF-9259,,Other,,,,,Arjun Okafor,,Florida,Y,,REF-1457,,,,SKU-3735,,REF-2319,,100001,Company,100694,quinn.patel@demomail.test,Reese Calder,2023-02-24 15:28:00,riley.silva@sampleco.test,Diego Brooks,2026-03-09 23:39:00,arjun.sloan@sampleco.test,Rahul Calder,2023-03-26 16:45:00,marco.sloan@demomail.test,,2024-04-10 14:17:00,Y,100001,100001,100001,100001,,,100001,100001,100001,,100001,100001,100001,100001,100001,,100001,2023-03-23 13:01:00,6679,2743,Other,Alpha,Other,TAG-1731,95,5156,9912,9242,5503,Alpha,2024-02-21 13:30:00,5116,7104,Other,Delta,Beta,Beta,3857,3957,1927,1706,6747,Standard,2023-11-26 09:04:00,,,,SKU-8765,,REF-5118,,8074,,,,,2026-02-16,4704,,Standard,,,,,,,,,,2025-01-19,5315,,,,TAG-1438,,,7374,,,,,2025-11-18,,,,,,,,,,9389,,,2024-04-28,,,,,,,,,3606,,,,2026-03-30,,,,LOT-4934,,,,,,,8145,,Noted a concern to revisit at the next sync.
,TAG-9337,Nina Ashby,Priya Sato,,,,TAG-3007,TAG-1592,LOT-5505,,,LOT-5462,,Standard,avery.ashby@demomail.test,Liam Calder,,,,REF-9176,Elena Mercer,,,,,Active Customer,Scheduled a check-in for the coming month.,Meridian Manufacturing Ltd,Meridian Capital Inc,Active,Beta,India,,,,Shared the updated proposal for review.,Renewal,,,,Y,Technology,,,,,,,,Beta,,,Event,SKU-5154,,Riley Sloan,REF-3670,,,8879,,N,Other,,SKU-8528,,,Beta,,,,,Nina Ford,,Washington,Y,,LOT-8761,,,,,,REF-9497,4239,100001,Company,100696,nina.brooks@examplecorp.test,Morgan Mercer,2024-10-03 13:59:00,casey.silva@sampleco.test,Rahul Rossi,2025-10-24 22:43:00,arjun.nguyen@sampleco.test,Mei Brooks,2022-12-01 05:40:00,chen.okafor@demomail.test,,2026-04-20 16:14:00,Y,100001,100001,,100001,100001,,100001,100001,100001,,,100001,100001,100001,100001,100001,100001,2022-12-02 07:48:00,3493,1017,Standard,Beta,Alpha,LOT-9160,3013,253,1452,4994,7109,Delta,2023-06-07 10:31:00,9093,1605,Gamma,Alpha,Beta,Alpha,9905,3281,3408,668,4029,Delta,2025-11-07 10:50:00,,8562,,REF-1736,,,,,6336,,,Gamma,2023-05-27,226,,,,,,9955,,,,6183,,2023-02-09,,,Standard,,,,,,,,,,2026-07-24,,,,SKU-4678,,,9458,5923,3065,,,Gamma,2025-11-14,,,,,Standard,,,,4775,5879,244,,2024-03-11,,,,,,,,,,,,,Discussed timeline and next steps with the account.
